0.0	1.3333300000000001	N
1.3333300000000001	2.6666600000000003	N
2.6666600000000003	3.9999900000000004	B:maj
3.9999900000000004	5.3333200000000005	C#:maj
5.3333200000000005	6.666650000000001	Bb:min
6.666650000000001	7.999980000000001	Eb:min/b3
7.999980000000001	9.33331	B:maj
9.33331	10.666640000000001	C#:maj
10.666640000000001	11.999970000000001	F#:maj
11.999970000000001	13.333300000000001	F#:maj
13.333300000000001	13.999965000000001	B:maj
13.999965000000001	15.999960000000002	C#:maj
15.999960000000002	17.333290000000005	Bb:min
17.333290000000005	18.66662000000001	Eb:min
18.66662000000001	19.33328500000001	B:maj
19.33328500000001	21.333280000000016	C#:maj
21.333280000000016	22.66661000000002	F#:maj
22.66661000000002	23.999940000000024	F#:maj
23.999940000000024	25.333270000000027	B:maj
25.333270000000027	26.66660000000003	C#:sus2
26.66660000000003	27.333265000000033	Bb:maj
27.333265000000033	29.33326000000004	Eb:min
29.33326000000004	30.666590000000042	B:maj
30.666590000000042	31.999920000000046	C#:sus2
31.999920000000046	33.33325000000005	F#:maj
33.33325000000005	34.66658000000005	F#:maj
34.66658000000005	35.99991000000006	B:maj
35.99991000000006	37.33324000000006	C#:sus2
37.33324000000006	38.666570000000064	Bb:maj
38.666570000000064	39.99990000000007	Eb:min
39.99990000000007	41.33323000000007	B:maj
41.33323000000007	42.666560000000075	C#:sus4
42.666560000000075	43.99989000000008	F#:maj
43.99989000000008	45.33322000000008	F#:maj
45.33322000000008	45.999885000000084	B:maj
45.999885000000084	47.99988000000009	C#:maj
47.99988000000009	49.33321000000009	Bb:min
49.33321000000009	50.6665400000001	Eb:min
50.6665400000001	51.3332050000001	B:maj
51.3332050000001	53.333200000000105	C#:maj
53.333200000000105	54.66653000000011	F#:maj
54.66653000000011	55.99986000000011	F#:maj
55.99986000000011	56.666525000000114	B:maj
56.666525000000114	58.66652000000012	C#:maj
58.66652000000012	59.99985000000012	Bb:min
59.99985000000012	61.33318000000013	Eb:min
61.33318000000013	61.99984500000013	B:maj
61.99984500000013	63.999840000000134	C#:maj
63.999840000000134	65.33317000000012	F#:maj
65.33317000000012	66.66650000000011	F#:maj
66.66650000000011	67.9998300000001	B:maj
67.9998300000001	69.33316000000009	C#:maj
69.33316000000009	70.66649000000008	Bb:min
70.66649000000008	71.99982000000007	Eb:min
71.99982000000007	73.33315000000006	B:maj
73.33315000000006	74.66648000000005	C#:maj
74.66648000000005	75.99981000000004	F#:maj
75.99981000000004	77.33314000000003	F#:maj
77.33314000000003	78.66647000000002	B:maj
78.66647000000002	79.99980000000001	C#:sus2
79.99980000000001	80.666465	Bb:maj
80.666465	82.66645999999999	Eb:min
82.66645999999999	83.99978999999998	B:maj
83.99978999999998	85.33311999999997	C#:sus2
85.33311999999997	86.66644999999995	F#:maj
86.66644999999995	87.99977999999994	F#:maj
87.99977999999994	89.33310999999993	B:maj
89.33310999999993	90.66643999999992	C#:sus2
90.66643999999992	91.99976999999991	Bb:maj
91.99976999999991	93.3330999999999	Eb:min
93.3330999999999	94.66642999999989	B:maj
94.66642999999989	95.99975999999988	C#:sus4
95.99975999999988	97.33308999999987	F#:maj
97.33308999999987	98.66641999999986	F#:maj
98.66641999999986	99.33308499999985	B:maj
99.33308499999985	101.33307999999984	C#:maj
101.33307999999984	102.66640999999983	Bb:min
102.66640999999983	103.99973999999982	Eb:min
103.99973999999982	104.66640499999981	B:maj
104.66640499999981	106.6663999999998	C#:maj
106.6663999999998	107.99972999999979	F#:maj
107.99972999999979	109.33305999999978	F#:maj
109.33305999999978	109.99972499999977	B:maj
109.99972499999977	111.99971999999975	C#:maj
111.99971999999975	113.33304999999974	Bb:min
113.33304999999974	114.66637999999973	Eb:min
114.66637999999973	115.33304499999973	B:maj
115.33304499999973	117.33303999999971	C#:maj
117.33303999999971	118.6663699999997	F#:maj
118.6663699999997	119.99969999999969	F#:maj
119.99969999999969	121.33302999999968	B:maj
121.33302999999968	122.66635999999967	C#:maj
122.66635999999967	123.99968999999966	Bb:min
123.99968999999966	125.33301999999965	Eb:min
125.33301999999965	126.66634999999964	B:maj
126.66634999999964	127.99967999999963	C#:maj
127.99967999999963	129.33300999999963	F#:maj
129.33300999999963	130.66633999999962	F#:maj
130.66633999999962	131.9996699999996	B:maj
131.9996699999996	133.3329999999996	C#:maj
133.3329999999996	134.6663299999996	Bb:min
134.6663299999996	135.99965999999958	Eb:min
135.99965999999958	137.33298999999957	B:maj
137.33298999999957	138.66631999999956	C#:maj
138.66631999999956	139.99964999999955	F#:maj
139.99964999999955	141.33297999999954	F#:maj
141.33297999999954	142.66630999999953	B:maj
142.66630999999953	143.99963999999952	C#:maj
143.99963999999952	145.3329699999995	Bb:min
145.3329699999995	146.6662999999995	Eb:min
146.6662999999995	147.99962999999948	B:maj
147.99962999999948	149.33295999999947	C#:maj
149.33295999999947	150.66628999999946	F#:maj
150.66628999999946	151.99961999999945	F#:maj
151.99961999999945	152.66628499999945	B:maj
152.66628499999945	154.66627999999943	C#:maj
154.66627999999943	155.99960999999942	Bb:min
155.99960999999942	157.3329399999994	Eb:min
157.3329399999994	157.9996049999994	B:maj
157.9996049999994	159.9995999999994	C#:maj
159.9995999999994	161.33292999999938	F#:maj
161.33292999999938	162.66625999999937	F#:maj
162.66625999999937	163.33292499999936	B:maj
163.33292499999936	165.33291999999935	C#:maj
165.33291999999935	166.66624999999934	Bb:min
166.66624999999934	167.99957999999933	Eb:min
167.99957999999933	168.66624499999932	B:maj
168.66624499999932	170.6662399999993	C#:maj
170.6662399999993	171.9995699999993	F#:maj
171.9995699999993	173.33289999999928	F#:maj
173.33289999999928	173.99956499999928	B:maj
173.99956499999928	175.99955999999926	C#:maj
175.99955999999926	177.33288999999925	Bb:min
177.33288999999925	178.66621999999924	Eb:min
178.66621999999924	179.33288499999924	B:maj
179.33288499999924	181.33287999999922	C#:maj
181.33287999999922	182.6662099999992	F#:maj
182.6662099999992	183.9995399999992	F#:maj
183.9995399999992	184.6662049999992	B:maj
184.6662049999992	186.66619999999918	C#:maj
186.66619999999918	187.33286499999917	Bb:min
187.33286499999917	189.33285999999916	Eb:min
189.33285999999916	189.99952499999915	B:maj
189.99952499999915	191.99951999999914	C#:maj
191.99951999999914	193.33284999999913	F#:maj
193.33284999999913	194.66617999999912	F#:maj
194.66617999999912	195.9995099999991	N
195.9995099999991	196.6661749999991	N
